id,title,genres,desc,image,vendorlocation,averagerating
12,PK Entertainment,Concert Promoter,"We are a combination of visionaries, strategists, and creators who come together to curate and present top notch quality events. Our unconventional thinking process engages with clients and their audience; ensuring that we meet all their requirements while maintaining their brand identity. We are an extension of your marketing team and we aim to create a memorable experience for your audience.  With a collective experience of over 10 years, we have an impressive portfolio of handling some of the biggest concerts in Jakarta including Celine Dion, Ed Sheeran, Backstreet Boys and Shawn Mendes, making us one of the biggest music promoters in Indonesia. Our passion for music doesn’t end with offline events. In 2020, PK Entertainment together with the Ministry of Tourism and Creative Economy, The Republic of Indonesia, and Branded Asia joined forces for Music Matters from Wonderful Indonesia; a 3-day online music festival consisting of local and international artists.  As an events, brand an",vendor_image/PK_entertaiment.png,"Office 88 Kota Kasablanka Lantai 9, Kav. 88, Jl. Raya Casablanca No.Ra",5
11,Doutzen Party Planner,Birthday Party,"Doutzen Party Planner juga dapat membantu kamu mulai dari persiapan tahap awal hingga tahap akhir dekorasi dan jalannya acara. Mereka juga menyediakan dekorasi dan suvenir untuk berbagai acara, seperti pesta ulang tahun, pesta pertunangan, pernikahan, bridal shower, baby shower, pesta perpisahan, kejutan, peluncuran brand, gathering, dan masih banyak lagi. Melalui testimoni pelanggannya, pelayanan mereka sangat memuaskan dan harganya terjangkau! Mereka sangat direkomendasikan.",vendor_image/Douzen_party.png,"Jl. Balai Rakyat No.40, Jakarta Utara",4
10,Jakarta Surprise Planner,Birthday Party,"Kami adalah jasa perencana acara dan dekorasi yang akan menangani semua kebutuhan acara Anda secara otomatis. Mulai dari ide acara, perncanaan, hingga eksekusi. Dilengkapi dengan segala keperluan acara kamu seperti Cake, Balon, MC, Foto, Video Dokumentasi, Musik, DJ, Photobooth, Magician, Invitation, Panggung dll",vendor_image/jakartasurpriseplanner.png,"Jl. Bintaro Puspita Raya Pesanggrahan, South Jakarta City, Jakarta",4
9,Nika di Bali,Wedding,"ORGANIZATION STRUCTURE ON WEDDING DAY:  Wedding Manager Bride & Groom Assistant Bride & Groom Family Assistant Groomsmen Assistant Bridesmaid Assistant Guest Coordinator Talent Coordinator Decoration & Catering Coordinator Sound System, Lighting, Multimedia & Music Coordinator Transport Coordinator",vendor_image/Nika_di_bali.jpeg,"Bali, Indonesia",4
8,Rajawali Indonesia,Concert Promoter,"As one service provider company focusing in field of communications strategies, Rajawali Indonesia Communication committed to providing the best service, excellent service in professional, creative and innovation in filling up the needs of partners, both companies and non-business institutions in maximizing the communications strategy and support success vision and goals to be achieved together with our business partners. With the new name and vision, we complete our service with the product provide products advertising that includes indoor and outdoor promotion. Armed with the experience of a mature team RIC initiators and adequate in business strategy to accelerate the dynamics of communication, Rajawali Indonesia Communication inaugurated the legality and legitimacy of our company in the form of limited liability namely, PT.Syakira Ghana Rajawali Indonesia Communication, since Juli 2009",vendor_image/Rajawali_Indonesia_gAt9zFy.jpeg,"Jl. Pandega Marta II No.6, Manggung, Caturtunggal, Kec. Depok, Kabupat",4
6,Amarta Wedding,Wedding,"Since 2010 Amarta Wedding Organizer has been trusted by many clients to make the moment of their proposal and also their wedding the most beautiful moment to remember.     Until now, Amarta Wedding has succeeded in becoming one of the leading Wedding Organizer services in JABODETABEK (Jakarta, Bogor, Depok, Tangerang, Bekasi) and its surroundings.  The key to this success cannot be separated from the seriousness of the Amarta team in building a professional Wedding Organizer Services business by prioritizing customer satisfaction.  A luxurious and memorable wedding or proposal moment is a must standard in order to meet customer satisfaction.  Do you have a dream wedding concept but have a hard time finding the right wedding organizer?  Don't worry!  Amarta Wedding Organizer is ready to make it happen!",vendor_image/amarta_organizer.jpeg,"Jl. Villa Nusa Indah II No.1, Bojong Kulur, Kec. Gn. Putri, Kabupaten",5
5,Pride Organizer,Wedding,"Hello Groom and Bride to be… Congratulation for finding each other and you are just one step away to celebrate your big day. Your decision for looking a wedding organizer to help your wedding day is a good one and we proudly tell you that PRIDE is ready to help you. We are a bunch of people who love to create your wedding dreams come true. We love to see our couple smile from their heart during their big day and because of that, we could position our self as your best friend and your professional partner. Just give us a chance and we will give you the best moment of your life. Because PRIDE is a PROFESSIONAL organizer with a DIFFERENT concepts and DEPENDABLE services.",vendor_image/Pride_Organizer.png,"Cikawao Permai Kav B1/1, Bandung 40261, West Java, Indonesia",4
4,PT Melania Citra Permata (Mecimapro),Concert Promoter,"Industri hiburan Korea adalah pembangkit tenaga listrik utama yang tidak menunjukkan tanda-tanda akan berhenti. Baik Pop Korea maupun Drama Korea adalah fenomena global dengan jutaan penggemar di seluruh dunia, termasuk Indonesia. Dengan potensi yang luar biasa ini, pada tahun 2015, MECIMAPRO berdiri.  MECIMAPRO adalah salah satu perusahaan promotor musik paling aktif di Indonesia yang mengkhususkan diri dalam industri hiburan Korea. Sejak didirikan pada tahun 2015, MECIMAPRO telah sukses mengundang musisi dan aktor Korea ke Jakarta. Dari pertemuan penggemar, konser, festival hingga acara perusahaan, MECIMAPRO dengan bangga memainkan peran besar dalam mewujudkan impian para penggemar dengan membawa artis Korea favorit mereka ke Indonesia dan menyapa mereka secara dekat.",vendor_image/Mecimapro.png,Jakarta,4
3,AppleWood,Concert Promoter,"APPLEWOOD adalah agensi hiburan global yang didirikan pada 2013. Sejak didirikan, perusahaan telah berkolaborasi dengan berbagai artis dari perusahaan hiburan top Korea seperti YG dan SM untuk menghasilkan berbagai konser & acara.",vendor_image/Applewood.jpeg,"World cup buk 18-gil, Mapo-gu, Seoul, South Korea",4
2,Shafitri Wedding,Wedding,"Shafitri Wedding adalah penyedia layanan jasa Wedding Organizer & Wedding Plan yang sudah cukup populer di kawasan Bekasi dan sekitarnya.  Shafitri Wedding menawarkan harga paket wedding budget friendly dimana andaa bisa memilih paket-paket yang sesuai dengan budget untuk gelaran pesta pernikahan di rumah maupun juga di gedung.  Selain memiliki kisaran rentang harga yang murah, Shafitri Wedding ini juga didukung oleh para karyawan yang bekerja secara profesional.  Berbekal dengan adanya dukungan sumber daya manusia yang profesional dan berpengalaman akan membuat proses pekerjaan yang ada di lapangan menjadi lebih efektif, efisien, dan juga maksimal.",vendor_image/Shafitri_Wedding.png,"Jl. Serma Achim Gg. H. Maya No.12, Lambangsari, Kec. Tambun Sel., Kabu",4
1,Dinar Wedding Organizer,Wedding,"Jasa Wedding Organizer Bekasi, DINAR WO Wedding Package & Catering, Pihaknya menyediakan paket pernikahan rumahan dengan budget (biaya) Rp 11,5 juta untuk harga paling rendah.  Sedangkan untuk paket pernikahan di gedung, DINAR WO Wedding Organizer menyediakan biaya paket pernikahan wedding organizer Bekasi mulai dari 500 orang dengan harga budget friendly",vendor_image/Dinar_wedding_organizer.png,Jalan Sersan Sani No.110 Talang Aman Kecamatan Kemuning Kota Palembang,5
